jid_b026324c6904b2a9cb4b88d6d61c81d1, 'tag', ['Rd k1, Areg', 'Rd k1, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1' ] 
jid_5dce7beedbc0324769b8500aa3147832, 'tag', ['Rd k1, Areg', 'Rd k1780, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1780' ] 
jid_696cd5f436e9bd6ee3bcb5660cab4035, 'tag', ['Rd k1, Areg', 'Rd k1781, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1781' ] 
jid_0828025a694bb190d15dc7880607e810, 'tag', ['Rd k1, Areg', 'Rd k1782, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1782' ] 
jid_80392d35da8fdd979f928ad8d6d0239a, 'tag', ['Rd k1, Areg', 'Rd k1783, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1783' ] 
jid_f5d21afb4f6775f41f9aaabcc46f58c1, 'tag', ['Rd k1, Areg', 'Rd k1784, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1784' ] 
jid_93b32d0ef5968e284773cd10f9ff9d34, 'tag', ['Rd k1, Areg', 'Rd k1785, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1785' ] 
jid_08b0bd7eba55ee3f7574c6b108e7e94d, 'tag', ['Rd k1, Areg', 'Rd k1786, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1786' ] 
jid_d24cc5355a207c34cd585f6ea76e578e, 'tag', ['Rd k1, Areg', 'Rd k1787, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1787' ] 
jid_f775511564c68b5b73eb03ebfd50bdb1, 'tag', ['Rd k1, Areg', 'Rd k1788, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1788' ] 
jid_031ff3acb328203721ce519a5a7d6065, 'tag', ['Rd k1, Areg', 'Rd k1789, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1789' ] 
jid_30bc4d14d6be8484d4b4ea4a3cd6b6fe, 'tag', ['Rd k1, Areg', 'Rd k1790, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1790' ] 
jid_eeff17b42882231eb25e07b2e0d79a7d, 'tag', ['Rd k1, Areg', 'Rd k1791, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1791' ] 
jid_aa3905cc41acf03e3e2aed70e813ced7, 'tag', ['Rd k1, Areg', 'Rd k1792, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1792' ] 
jid_018283df0aa2e57e1e6ebf60e9e997fa, 'tag', ['Rd k1, Areg', 'Rd k1793, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1793' ] 
jid_9b6bc2ff28a1dea7e01bf04768298483, 'tag', ['Rd k1, Areg', 'Rd k1794, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1794' ] 
jid_b25aa520d11cbc5f7874b02f703ce02c, 'tag', ['Rd k1, Areg', 'Rd k1795, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1795' ] 
jid_b8fbf15c66ead2868ec8ca2260c66c3a, 'tag', ['Rd k1, Areg', 'Rd k1796, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1796' ] 
jid_d706fcd0e4bc5e17119f2975dd9e6cce, 'tag', ['Rd k1, Areg', 'Rd k1797, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1797' ] 
jid_1977588222efadbaa64be53f6c2b9180, 'tag', ['Rd k1, Areg', 'Rd k1798, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1798' ] 
jid_8958f3c2b3ef9b44caad3bf27d224cd1, 'tag', ['Rd k1, Areg', 'Rd k1799, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1799' ] 
jid_da31ab410caae7aa26a26dcadd050655, 'tag', ['Rd k1, Areg', 'Rd k1800, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1800' ] 
jid_5bbe710362ae02bf5003e7fc1cea9b88, 'tag', ['Rd k1, Areg', 'Rd k1801, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1801' ] 
jid_2fb314de2f64765d10840befce640f64, 'tag', ['Rd k1, Areg', 'Rd k1802, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1802' ] 
jid_ab9cb5afbe32856c806fb8d0a653b966, 'tag', ['Rd k1, Areg', 'Rd k1803, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1803' ] 
jid_ab0da469f52e586ea3f7a1b1648ee9a5, 'tag', ['Rd k1, Areg', 'Rd k1804, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1804' ] 
jid_0c3c1fc4c391ada0058aa50fe03cee55, 'tag', ['Rd k1, Areg', 'Rd k1805, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1805' ] 
jid_02b2648e69c33bac085bea4c5d4dad1a, 'tag', ['Rd k1, Areg', 'Rd k1806, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1806' ] 
jid_2cb6180fab3d958a11e558797f0cf9f7, 'tag', ['Rd k1, Areg', 'Rd k1807, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1807' ] 
jid_c246a09d73285e236019c4f45ed60fd6, 'tag', ['Rd k1, Areg', 'Rd k1808, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1808' ] 
jid_1c2a9b6e8eed5443e44ea165d86a0223, 'tag', ['Rd k1, Areg', 'Rd k1809, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1809' ] 
jid_1dda3427e83fac7e788dd2ba20d7f0c4, 'tag', ['Rd k1, Areg', 'Rd k1810, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1810' ] 
jid_8afdc82aa8fde4ab644cfdda943476ad, 'tag', ['Rd k1, Areg', 'Rd k1811, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1811' ] 
jid_78447e5802a3ca1b35653282d9d53589, 'tag', ['Rd k1, Areg', 'Rd k1812, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1812' ] 
jid_f0c03cf6862725e60783bf96c7a97921, 'tag', ['Rd k1, Areg', 'Rd k1813, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1813' ] 
jid_13d6e8dd64d448a9bfa94308eeaafbb4, 'tag', ['Rd k1, Areg', 'Rd k1814, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1814' ] 
jid_aeba6ae6a24ef52e0b8e3b93764d482d, 'tag', ['Rd k1, Areg', 'Rd k1815, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1815' ] 
jid_72f0b28646962329011cd45cbcd98080, 'tag', ['Rd k1, Areg', 'Rd k1816, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1816' ] 
jid_889c91448849a13e139ef660541a51ab, 'tag', ['Rd k1, Areg', 'Rd k1817, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1817' ] 
jid_8917be981433c5780bc6c0ad75abea7f, 'tag', ['Rd k1, Areg', 'Rd k1818, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1818' ] 
jid_826f8bc6804b96a386972122d3c4250b, 'tag', ['Rd k1, Areg', 'Rd k1819, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1819' ] 
jid_919daed8e9039f5a40d59eb414227875, 'tag', ['Rd k1, Areg', 'Rd k1820, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1820' ] 
jid_72a8910c929af088e9fc5be38e255150, 'tag', ['Rd k1, Areg', 'Rd k1821, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1821' ] 
jid_631e40a292552e085f5551451b0c0817, 'tag', ['Rd k1, Areg', 'Rd k1822, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1822' ] 
jid_d056b88385bfa7501c722c9189eb791b, 'tag', ['Rd k1, Areg', 'Rd k1823, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1823' ] 
jid_da479242750d08548290cf5c7df84527, 'tag', ['Rd k1, Areg', 'Rd k1824, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1824' ] 
jid_fe28bea3f0e4521d20d7e6db4abbaf1d, 'tag', ['Rd k1, Areg', 'Rd k1825, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1825' ] 
jid_8ea69a23c61e72f385a248de261f3fe5, 'tag', ['Rd k1, Areg', 'Rd k1826, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1826' ] 
jid_410b3552a7a81c806968f12ffdfbcc0b, 'tag', ['Rd k1, Areg', 'Rd k1827, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1827' ] 
jid_18ec7e3e7606198996ce49d3ea349344, 'tag', ['Rd k1, Areg', 'Rd k1828, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1828' ] 
jid_4a9e003aef729d53b8df8f0de8197d45, 'tag', ['Rd k1, Areg', 'Rd k1829, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1829' ] 
jid_d7fb19141a7a224a5b09df4c0de94a93, 'tag', ['Rd k1, Areg', 'Rd k1830, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1830' ] 
jid_0eb43b3352e1c0a6d6c4174f8d889379, 'tag', ['Rd k1, Areg', 'Rd k1831, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1831' ] 
jid_7f5ffca06cbb2fad7f59c3de92734f8e, 'tag', ['Rd k1, Areg', 'Rd k1832, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1832' ] 
jid_a9c91bca666bb17b45393674b4b91922, 'tag', ['Rd k1, Areg', 'Rd k1833, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1833' ] 
jid_6e3cda5e7db399ba6058cc4e94a2cc03, 'tag', ['Rd k1, Areg', 'Rd k1834, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1834' ] 
jid_852f34036b7d17552e4e9fff919652da, 'tag', ['Rd k1, Areg', 'Rd k1835, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1835' ] 
jid_c49aa7b0cae634014e78543b2eba1260, 'tag', ['Rd k1, Areg', 'Rd k1836, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1836' ] 
jid_2551a7c826aa13e6cc893ec6a889f310, 'tag', ['Rd k1, Areg', 'Rd k1837, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1837' ] 
jid_a91c2918f34388c94c47d437ab1872c5, 'tag', ['Rd k1, Areg', 'Rd k1838, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1838' ] 
jid_801ed462c4819ea08dae4e35bf287812, 'tag', ['Rd k1, Areg', 'Rd k1839, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1839' ] 
jid_aff3077c544f1b96131a4e832cfbdab7, 'tag', ['Rd k1, Areg', 'Rd k1840, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1840' ] 
jid_ec6ce087094ac7cb3278fab6a7560987, 'tag', ['Rd k1, Areg', 'Rd k1841, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1841' ] 
jid_21d14f0160915e9422200fb0c1f397b2, 'tag', ['Rd k1, Areg', 'Rd k1842, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1842' ] 
jid_b8034a2741b656de73ddb0bb1de6905f, 'tag', ['Rd k1, Areg', 'Rd k1843, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1843' ] 
jid_c77dc04e0a3127fa51cb8fc472baa535, 'tag', ['Rd k1, Areg', 'Rd k1844, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1844' ] 
jid_1bf46663869b6886e71bd78f501e9fa1, 'tag', ['Rd k1, Areg', 'Rd k1845, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1845' ] 
jid_89def9f6681b56086667b9936242ed17, 'tag', ['Rd k1, Areg', 'Rd k1846, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1846' ] 
jid_8aafac90ff1c985236b1593e84709fb0, 'tag', ['Rd k1, Areg', 'Rd k1847, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1847' ] 
jid_545f531abfefba1b659e2bc225548228, 'tag', ['Rd k1, Areg', 'Rd k1848, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1848' ] 
jid_45622c37f9066b965d753b3d957e1e69, 'tag', ['Rd k1, Areg', 'Rd k1849, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1849' ] 
jid_ee2b388d656be145a727d55dcac790ff, 'tag', ['Rd k1, Areg', 'Rd k1850, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1850' ] 
jid_51a6a25449dc0759d50a18295e1ead78, 'tag', ['Rd k1, Areg', 'Rd k1851, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1851' ] 
jid_6378da54570269e32d29bac3972dd86e, 'tag', ['Rd k1, Areg', 'Rd k1852, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1852' ] 
jid_4fab3d33478f6559897b2248d177eeec, 'tag', ['Rd k1, Areg', 'Rd k1853, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1853' ] 
jid_0fbe2892131a13a26c46ba679c3c662f, 'tag', ['Rd k1, Areg', 'Rd k1854, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1854' ] 
jid_57f547397da11949c1df17ff54f08107, 'tag', ['Rd k1, Areg', 'Rd k1855, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1855' ] 
jid_97d35a6303e8cf6764656794ec3ea079, 'tag', ['Rd k1, Areg', 'Rd k1856, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1856' ] 
jid_078e615b7f40b73f5df9cdee319c6adf, 'tag', ['Rd k1, Areg', 'Rd k1857, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1857' ] 
jid_8760c5a4e23fa81f23f47974d5d8f3d3, 'tag', ['Rd k1, Areg', 'Rd k1858, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1858' ] 
jid_b2d2578f5a098b0c0d0ac4b705c893d0, 'tag', ['Rd k1, Areg', 'Rd k1859, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1859' ] 
jid_2256a56ac473883ed5ac48b781decb67, 'tag', ['Rd k1, Areg', 'Rd k1860, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1860' ] 
jid_6e5d4814d35d0e819b46ca05753b7a9d, 'tag', ['Rd k1, Areg', 'Rd k1861, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1861' ] 
jid_1a985d34bfd45ae57103c6e22bf164e7, 'tag', ['Rd k1, Areg', 'Rd k1862, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1862' ] 
jid_9bc070d1eb1ecf022ba72b4c83708cde, 'tag', ['Rd k1, Areg', 'Rd k1863, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1863' ] 
jid_d1ff1852e744d47d820f463a748da1a8, 'tag', ['Rd k1, Areg', 'Rd k1864, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1864' ] 
jid_6dcc57d141aa0673d5cfb8d854f4afdf, 'tag', ['Rd k1, Areg', 'Rd k1865, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1865' ] 
jid_c2b75da4c41a37becf75f336d3568e03, 'tag', ['Rd k1, Areg', 'Rd k1866, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1866' ] 
jid_13c81479e14cfcff5a3f99b5c0d3740a, 'tag', ['Rd k1, Areg', 'Rd k1867, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1867' ] 
jid_c0edd18a2d90e1d3a38961a680f34979, 'tag', ['Rd k1, Areg', 'Rd k1868, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1868' ] 
jid_fc60a14fe016a22e24e8ec0df4c8ca3c, 'tag', ['Rd k1, Areg', 'Rd k1869, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1869' ] 
jid_dc6c12e7ae26abcee8a878b8b0f74141, 'tag', ['Rd k1, Areg', 'Rd k1870, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1870' ] 
jid_4478189b5c2a1cdb773c1cd8ba3a7fb2, 'tag', ['Rd k1, Areg', 'Rd k1871, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1871' ] 
jid_cd2a4493615fdd20bc4f93f67008b1ba, 'tag', ['Rd k1, Areg', 'Rd k1872, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1872' ] 
jid_aa29ac9c82cd92b29079fa78b6e9969e, 'tag', ['Rd k1, Areg', 'Rd k1873, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1873' ] 
jid_f93e6bbd0c36684baaa569c49f175452, 'tag', ['Rd k1, Areg', 'Rd k1874, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1874' ] 
jid_9d45897362a268ae34df2b7605eb1246, 'tag', ['Rd k1, Areg', 'Rd k1875, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1875' ] 
jid_921680e429e76d467c7c613671f47733, 'tag', ['Rd k1, Areg', 'Rd k1876, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1876' ] 
jid_11a7bc2acbe4a1c1046e49c9594eb2ad, 'tag', ['Rd k1, Areg', 'Rd k1877, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1877' ] 
jid_408eefe1b22a4f51af86f19ddff51b6b, 'tag', ['Rd k1, Areg', 'Rd k1878, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1878' ] 
jid_c76f1109b5c6b41c88e40181b733cd2c, 'tag', ['Rd k1, Areg', 'Rd k1879, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1879' ] 
jid_5676efad4768f173df7c468839e126fd, 'tag', ['Rd k1, Areg', 'Rd k1880, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1880' ] 
jid_790119dc20c9c88fafb8c1387a215939, 'tag', ['Rd k1, Areg', 'Rd k1881, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1881' ] 
jid_cf88b300f08a27e57c9a5f7ed044a08f, 'tag', ['Rd k1, Areg', 'Rd k1882, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1882' ] 
jid_14e0ba551d369f7992793e0b62395dc5, 'tag', ['Rd k1, Areg', 'Rd k1883, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1883' ] 
jid_d647f84f35592f0e8b12f9b8a86866cf, 'tag', ['Rd k1, Areg', 'Rd k1884, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1884' ] 
jid_256b8288d91897cd0c1ea371cc5f1769, 'tag', ['Rd k1, Areg', 'Rd k1885, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1885' ] 
jid_2bbd83b3074e03601b7a27b24fd856c5, 'tag', ['Rd k1, Areg', 'Rd k1886, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1886' ] 
jid_60ab711301e379197ac7b8d4f0a343b1, 'tag', ['Rd k1, Areg', 'Rd k1887, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1887' ] 
jid_a179ac121f841d4b71e6f5282c6a43a7, 'tag', ['Rd k1, Areg', 'Rd k1888, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1888' ] 
jid_d4c98ba7b2409a3312e553743ce40133, 'tag', ['Rd k1, Areg', 'Rd k1889, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1889' ] 
jid_1fbf7a2fd5551e3102c62ca33cdb9fbf, 'tag', ['Rd k1, Areg', 'Rd k1890, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1890' ] 
jid_9bf90f8b8f7e04ee9c9d21dd560f7ffc, 'tag', ['Rd k1, Areg', 'Rd k1891, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1891' ] 
jid_b74362f6b7bfcbc75d09b713bfded04a, 'tag', ['Rd k1, Areg', 'Rd k1892, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1892' ] 
jid_d9fa9f0282b6fdc2fa9aa9176b33cee6, 'tag', ['Rd k1, Areg', 'Rd k1893, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1893' ] 
jid_b191766614806d4eaa9d387de89cd866, 'tag', ['Rd k1, Areg', 'Rd k1894, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1894' ] 
jid_140fde027a05d316fa95d37d2ce43ab1, 'tag', ['Rd k1, Areg', 'Rd k1895, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1895' ] 
jid_4ff91b3ef3377126a3bcd02784fb3784, 'tag', ['Rd k1, Areg', 'Rd k1896, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1896' ] 
jid_67e60518bbd8f457b5c0508c7974dab2, 'tag', ['Rd k1, Areg', 'Rd k1897, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1897' ] 
jid_0e14cf2103fb60956c3ff93bd088e6b9, 'tag', ['Rd k1, Areg', 'Rd k1898, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1898' ] 
jid_2fbec86c4add8f036519e43955613cec, 'tag', ['Rd k1, Areg', 'Rd k1899, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1899' ] 
jid_a231480b973681d1ad44aeb4ed6db950, 'tag', ['Rd k1, Areg', 'Rd k1900, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1900' ] 
jid_3d1a5f47b709fd4142524332305e2425, 'tag', ['Rd k1, Areg', 'Rd k1901, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1901' ] 
jid_5ff88196ebe062d76c068753cadfde4e, 'tag', ['Rd k1, Areg', 'Rd k1902, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1902' ] 
jid_bb8dcae1340ba1184a96cfad673a802c, 'tag', ['Rd k1, Areg', 'Rd k1903, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1903' ] 
jid_fa5d456dcbecd442ad605508c40102d1, 'tag', ['Rd k1, Areg', 'Rd k1904, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1904' ] 
jid_afc4a4e6f4cb4a3848a2555136a26762, 'tag', ['Rd k1, Areg', 'Rd k1905, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1905' ] 
jid_0b4487329e4c3e8a4ff75eb4e1fbb5b1, 'tag', ['Rd k1, Areg', 'Rd k1906, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1906' ] 
jid_e8fce550d0f615ff5131abc5d96e6512, 'tag', ['Rd k1, Areg', 'Rd k1907, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1907' ] 
jid_fd8f03460771aa1cd45d249b81dc0893, 'tag', ['Rd k1, Areg', 'Rd k1908, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1908' ] 
jid_7ac9ff1d41cf293585a9f99da01c849f, 'tag', ['Rd k1, Areg', 'Rd k1909, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1909' ] 
jid_92a9b2da969403cc394f2ecb1ab64094, 'tag', ['Rd k1, Areg', 'Rd k1910, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1910' ] 
jid_dccebb6ba7950c2dfa85f4819123a484, 'tag', ['Rd k1, Areg', 'Rd k1911, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1911' ] 
jid_74fc1684ebbf073019c3600c50be9837, 'tag', ['Rd k1, Areg', 'Rd k1912, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1912' ] 
jid_5e74df476ac734f39004052ccf9d7750, 'tag', ['Rd k1, Areg', 'Rd k1913, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1913' ] 
jid_278bcd3a30bdf19893794f20b8c54f44, 'tag', ['Rd k1, Areg', 'Rd k1914, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1914' ] 
jid_ed8e8d484d0f7c5625a794fd68e0faca, 'tag', ['Rd k1, Areg', 'Rd k1915, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1915' ] 
jid_0cf9eadc6bae6c998694fda8d9cac903, 'tag', ['Rd k1, Areg', 'Rd k1916, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1916' ] 
jid_d2614e90079cb01f8fa919d554bcaa82, 'tag', ['Rd k1, Areg', 'Rd k1917, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1917' ] 
jid_7dc755ac74c11693798494a6f1e97666, 'tag', ['Rd k1, Areg', 'Rd k1918, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1918' ] 
jid_c914708ac4f36ede50ea2643ab99ff42, 'tag', ['Rd k1, Areg', 'Rd k1919, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1919' ] 
jid_e3a8b357180fa63f4886a52fda859d9d, 'tag', ['Rd k1, Areg', 'Rd k1920, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1920' ] 
jid_f890d6d1d2b3461ae795c00b920181cb, 'tag', ['Rd k1, Areg', 'Rd k1921, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1921' ] 
jid_c5b7a18e0ca9ed141c48198dfd640aa8, 'tag', ['Rd k1, Areg', 'Rd k1922, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1922' ] 
jid_7934ef494f2452b79b72ed304700c48f, 'tag', ['Rd k1, Areg', 'Rd k1923, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1923' ] 
jid_2759889a2fe3f8a2cff80a0822738a98, 'tag', ['Rd k1, Areg', 'Rd k1924, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1924' ] 
jid_849de62ee6aee3dd94cc9fd79b07e7eb, 'tag', ['Rd k1, Areg', 'Rd k1925, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1925' ] 
jid_2116f01781ce73894bf26568d28d3aa8, 'tag', ['Rd k1, Areg', 'Rd k1926, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1926' ] 
jid_e85ec3c793a70d8e8b018ae8df211522, 'tag', ['Rd k1, Areg', 'Rd k1927, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1927' ] 
jid_8254ec3e3038e202f70a3f179dd2bdbb, 'tag', ['Rd k1, Areg', 'Rd k1928, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1928' ] 
jid_10b5fa9f841e3155b01365b466479ac1, 'tag', ['Rd k1, Areg', 'Rd k1929, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1929' ] 
jid_5da6cf4c47c14095c175119a1ecafd40, 'tag', ['Rd k1, Areg', 'Rd k1930, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1930' ] 
jid_2e29620c0cca2db23aa1dd7537fdaab9, 'tag', ['Rd k1, Areg', 'Rd k1931, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1931' ] 
jid_d347ce345cd4fdab496caae235fe0b3d, 'tag', ['Rd k1, Areg', 'Rd k1932, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1932' ] 
jid_c7f07244990be56471be9d0a4afaba73, 'tag', ['Rd k1, Areg', 'Rd k1933, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1933' ] 
jid_462db4f89797943be7eaa863e4651f7d, 'tag', ['Rd k1, Areg', 'Rd k1934, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1934' ] 
jid_aae47397d3591f8fdcb3313def6c056f, 'tag', ['Rd k1, Areg', 'Rd k1935, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1935' ] 
jid_58f45e32b325d7c77b60f27a6b6c7977, 'tag', ['Rd k1, Areg', 'Rd k1936, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1936' ] 
jid_ea714bc156217e36668d7cf50fdc97c7, 'tag', ['Rd k1, Areg', 'Rd k1937, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1937' ] 
jid_e5c1188989f5c6a75c57194cd9c61240, 'tag', ['Rd k1, Areg', 'Rd k1938, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1938' ] 
jid_966495992ea1c8f1ab66c705ae1f5726, 'tag', ['Rd k1, Areg', 'Rd k1939, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1939' ] 
jid_c97ed61bcd4a4519a3e2ce9903c7a3e4, 'tag', ['Rd k1, Areg', 'Rd k1940, Breg', 'Add Areg, Breg, Creg', 'St Creg, k1940' ] 
